id,landmark_id
bodleian_000400,3
bodleian_000090,3
bodleian_000000,3
bodleian_000060,3
bodleian_000025,3
bodleian_000264,3
bodleian_000398,3
bodleian_000437,3
bodleian_000360,3
bodleian_000328,3
bodleian_000419,3
bodleian_000085,3
bodleian_000041,3
bodleian_000357,3
bodleian_000323,3
bodleian_000248,3
bodleian_000052,3
bodleian_000434,3
bodleian_000426,3
bodleian_000083,3
bodleian_000427,3
bodleian_000321,3
bodleian_000179,3
bodleian_000326,3
bodleian_000236,3
bodleian_000058,3
bodleian_000361,3
bodleian_000424,3
bodleian_000371,3
bodleian_000391,3
bodleian_000170,3
bodleian_000364,3
bodleian_000198,3
bodleian_000339,3
bodleian_000010,3
bodleian_000324,3
bodleian_000007,3
bodleian_000040,3
bodleian_000190,3
bodleian_000096,3
bodleian_000105,3
bodleian_000418,3
bodleian_000322,3
bodleian_000408,3
bodleian_000300,3
bodleian_000430,3
bodleian_000438,3
bodleian_000345,3
bodleian_000363,3
bodleian_000104,3
bodleian_000139,3
bodleian_000289,3
bodleian_000283,3
bodleian_000387,3
bodleian_000471,3
bodleian_000348,3
bodleian_000164,3
bodleian_000244,3
bodleian_000115,3
bodleian_000383,3
bodleian_000329,3
bodleian_000337,3
bodleian_000050,3
bodleian_000072,3
bodleian_000194,3
bodleian_000341,3
bodleian_000150,3
bodleian_000290,3
bodleian_000379,3
bodleian_000163,3
bodleian_000016,3
bodleian_000316,3
bodleian_000465,3
bodleian_000298,3
bodleian_000450,3
bodleian_000411,3
bodleian_000355,3
bodleian_000382,3
bodleian_000375,3
bodleian_000062,3
bodleian_000088,3
bodleian_000101,3
bodleian_000320,3
bodleian_000330,3
bodleian_000073,3
bodleian_000416,3
bodleian_000417,3
bodleian_000389,3
bodleian_000134,3
bodleian_000019,3
bodleian_000275,3
bodleian_000192,3
bodleian_000396,3
bodleian_000094,3
bodleian_000136,3
bodleian_000253,3
bodleian_000255,3
bodleian_000370,3
bodleian_000282,3
bodleian_000405,3
bodleian_000148,3
bodleian_000386,3
bodleian_000473,3
bodleian_000226,3
bodleian_000119,3
bodleian_000038,3
bodleian_000303,3
bodleian_000420,3
bodleian_000023,3
bodleian_000015,3
bodleian_000265,3
bodleian_000288,3
bodleian_000377,3
bodleian_000338,3
bodleian_000367,3
bodleian_000384,3
bodleian_000077,3
bodleian_000446,3
bodleian_000444,3
bodleian_000207,3
bodleian_000070,3
bodleian_000301,3
bodleian_000378,3
bodleian_000291,3
bodleian_000167,3
bodleian_000410,3
bodleian_000009,3
bodleian_000012,3
bodleian_000422,3
bodleian_000249,3
bodleian_000081,3
bodleian_000376,3
bodleian_000232,3
bodleian_000407,3
bodleian_000365,3
bodleian_000013,3
bodleian_000445,3
bodleian_000108,3
bodleian_000191,3
bodleian_000128,3
bodleian_000401,3
bodleian_000340,3
bodleian_000129,3
bodleian_000001,3
bodleian_000056,3
bodleian_000084,3
bodleian_000187,3
bodleian_000189,3
bodleian_000443,3
bodleian_000106,3
bodleian_000027,3
bodleian_000317,3
bodleian_000412,3
bodleian_000319,3
bodleian_000002,3
bodleian_000168,3
bodleian_000441,3
bodleian_000036,3
bodleian_000238,3
bodleian_000135,3
bodleian_000409,3
bodleian_000021,3
bodleian_000368,3
bodleian_000385,3
bodleian_000043,3
bodleian_000246,3
bodleian_000014,3
bodleian_000037,3
bodleian_000380,3
bodleian_000152,3
bodleian_000285,3
bodleian_000102,3
bodleian_000395,3
bodleian_000107,3
bodleian_000186,3
bodleian_000165,3
bodleian_000049,3
bodleian_000287,3
bodleian_000460,3
bodleian_000388,3
bodleian_000325,3
bodleian_000366,3
bodleian_000095,3
bodleian_000208,3
bodleian_000146,3
bodleian_000311,3
bodleian_000242,3
bodleian_000351,3
bodleian_000356,3
bodleian_000132,3
bodleian_000381,3
bodleian_000173,3
bodleian_000258,3
bodleian_000069,3
bodleian_000429,3
bodleian_000447,3
bodleian_000262,3
bodleian_000024,3
bodleian_000354,3
bodleian_000116,3
bodleian_000017,3
christ_church_001025,4
christ_church_000829,4
christ_church_001033,4
christ_church_000738,4
christ_church_000190,4
christ_church_000061,4
christ_church_000278,4
christ_church_001094,4
christ_church_000222,4
christ_church_000441,4
christ_church_000073,4
christ_church_000896,4
christ_church_001088,4
christ_church_001030,4
christ_church_000790,4
christ_church_000412,4
christ_church_000341,4
christ_church_000052,4
christ_church_000673,4
christ_church_001121,4
christ_church_000837,4
christ_church_000580,4
christ_church_001013,4
christ_church_000155,4
christ_church_000164,4
christ_church_000534,4
christ_church_000724,4
christ_church_000070,4
christ_church_000852,4
christ_church_000672,4
christ_church_000645,4
christ_church_000933,4
christ_church_000410,4
christ_church_000623,4
christ_church_000642,4
christ_church_000375,4
christ_church_000136,4
christ_church_001002,4
christ_church_000035,4
christ_church_000212,4
christ_church_000901,4
christ_church_001058,4
christ_church_000627,4
christ_church_000626,4
christ_church_000175,4
christ_church_000565,4
christ_church_000803,4
christ_church_000262,4
christ_church_000454,4
christ_church_000396,4
christ_church_000576,4
christ_church_000542,4
christ_church_001055,4
christ_church_000049,4
christ_church_000349,4
christ_church_000331,4
christ_church_000897,4
christ_church_001008,4
christ_church_000263,4
christ_church_000945,4
christ_church_000694,4
christ_church_000058,4
christ_church_000219,4
christ_church_000273,4
christ_church_000980,4
christ_church_000400,4
christ_church_000889,4
christ_church_000345,4
christ_church_000048,4
christ_church_000752,4
christ_church_000079,4
christ_church_000271,4
christ_church_000369,4
christ_church_000156,4
christ_church_000602,4
christ_church_000539,4
christ_church_000581,4
christ_church_000308,4
christ_church_000873,4
christ_church_000329,4
christ_church_000728,4
christ_church_001038,4
christ_church_000354,4
christ_church_000305,4
christ_church_000655,4
christ_church_000171,4
christ_church_000424,4
christ_church_001061,4
christ_church_000351,4
christ_church_000303,4
christ_church_000165,4
christ_church_000632,4
christ_church_000280,4
christ_church_000359,4
christ_church_000099,4
christ_church_001016,4
christ_church_000330,4
christ_church_000820,4
christ_church_000090,4
christ_church_000011,4
christ_church_000856,4
christ_church_000958,4
christ_church_001124,4
christ_church_000989,4
christ_church_001001,4
christ_church_000259,4
christ_church_001136,4
christ_church_000316,4
christ_church_001047,4
christ_church_000143,4
christ_church_000137,4
christ_church_001059,4
christ_church_000706,4
christ_church_000146,4
christ_church_001049,4
christ_church_000599,4
christ_church_001011,4
christ_church_000268,4
christ_church_000170,4
christ_church_000787,4
christ_church_000168,4
christ_church_000275,4
christ_church_000269,4
christ_church_000184,4
christ_church_001021,4
christ_church_000315,4
christ_church_000382,4
christ_church_001142,4
christ_church_000140,4
christ_church_000451,4
christ_church_001060,4
christ_church_000549,4
christ_church_000081,4
christ_church_000682,4
christ_church_000291,4
christ_church_000161,4
christ_church_000693,4
christ_church_000536,4
christ_church_001149,4
christ_church_000639,4
christ_church_000920,4
christ_church_000074,4
christ_church_000584,4
christ_church_000429,4
christ_church_000348,4
christ_church_001009,4
christ_church_000545,4
christ_church_000906,4
christ_church_000987,4
christ_church_000811,4
christ_church_000453,4
christ_church_000325,4
christ_church_001045,4
christ_church_000413,4
christ_church_000442,4
christ_church_000935,4
christ_church_000125,4
christ_church_000638,4
christ_church_000684,4
christ_church_000698,4
christ_church_000537,4
christ_church_000807,4
christ_church_000208,4
christ_church_000409,4
christ_church_000365,4
christ_church_000973,4
christ_church_001007,4
christ_church_000379,4
christ_church_000042,4
christ_church_001067,4
christ_church_001035,4
christ_church_000141,4
christ_church_000377,4
christ_church_000371,4
christ_church_000312,4
christ_church_000407,4
christ_church_001104,4
christ_church_000224,4
christ_church_000653,4
christ_church_001022,4
christ_church_000144,4
christ_church_001027,4
christ_church_000088,4
christ_church_001036,4
christ_church_000644,4
christ_church_000085,4
christ_church_000352,4
christ_church_000169,4
christ_church_000559,4
christ_church_000260,4
christ_church_000318,4
christ_church_001056,4
christ_church_000838,4
christ_church_000358,4
christ_church_000227,4
christ_church_000327,4
christ_church_000802,4
christ_church_000221,4
christ_church_000420,4
christ_church_000658,4
christ_church_000805,4
christ_church_000366,4
christ_church_000356,4
christ_church_000810,4
christ_church_000043,4
christ_church_000346,4
christ_church_001143,4
christ_church_001028,4
christ_church_000355,4
christ_church_000452,4
christ_church_000984,4
christ_church_000884,4
christ_church_000134,4
christ_church_001078,4
christ_church_000430,4
christ_church_000977,4
christ_church_000934,4
christ_church_001158,4
christ_church_000753,4
christ_church_000833,4
christ_church_000416,4
christ_church_001017,4
christ_church_000428,4
christ_church_000158,4
christ_church_000078,4
christ_church_001034,4
christ_church_000831,4
christ_church_000854,4
christ_church_000126,4
christ_church_000830,4
christ_church_000643,4
christ_church_000685,4
christ_church_000907,4
christ_church_000188,4
christ_church_000347,4
christ_church_000734,4
christ_church_000162,4
christ_church_000974,4
christ_church_000014,4
christ_church_000814,4
christ_church_001012,4
christ_church_001062,4
christ_church_000261,4
christ_church_000177,4
christ_church_000992,4
christ_church_000985,4
christ_church_000320,4
christ_church_000871,4
christ_church_000593,4
christ_church_000174,4
christ_church_000760,4
christ_church_000159,4
christ_church_000357,4
christ_church_000455,4
christ_church_001057,4
christ_church_000096,4
christ_church_000337,4
christ_church_000097,4
christ_church_001018,4
christ_church_000586,4
christ_church_000983,4
christ_church_000364,4
christ_church_000892,4
christ_church_000002,4
christ_church_000274,4
christ_church_000999,4
christ_church_000130,4
christ_church_000372,4
christ_church_000696,4
christ_church_001031,4
christ_church_000181,4
christ_church_000758,4
christ_church_000651,4
christ_church_000283,4
christ_church_000003,4
christ_church_000437,4
christ_church_000819,4
christ_church_000314,4
christ_church_000450,4
christ_church_000133,4
christ_church_000239,4
christ_church_000755,4
christ_church_000187,4
christ_church_000535,4
christ_church_000154,4
christ_church_001010,4
christ_church_000589,4
christ_church_000005,4
christ_church_000319,4
christ_church_000360,4
christ_church_000038,4
christ_church_000932,4
christ_church_000629,4
christ_church_000138,4
christ_church_000353,4
christ_church_000166,4
christ_church_000826,4
christ_church_000182,4
christ_church_001044,4
christ_church_000928,4
christ_church_000900,4
christ_church_000120,4
christ_church_000414,4
christ_church_000321,4
christ_church_001029,4
christ_church_000709,4
christ_church_000336,4
christ_church_000053,4
christ_church_001024,4
christ_church_000350,4
christ_church_000293,4
christ_church_000157,4
christ_church_000062,4
christ_church_000191,4
christ_church_000338,4
christ_church_001051,4
christ_church_000903,4
christ_church_000801,4
christ_church_000483,4
christ_church_000531,4
christ_church_000443,4
christ_church_000767,4
christ_church_000339,4
christ_church_000404,4
christ_church_000898,4
christ_church_000406,4
christ_church_000858,4
christ_church_000688,4
christ_church_000842,4
christ_church_001069,4
christ_church_001113,4
christ_church_001048,4
christ_church_000434,4
christ_church_000821,4
christ_church_000323,4
christ_church_000178,4
christ_church_000679,4
christ_church_000381,4
christ_church_001040,4
christ_church_000392,4
christ_church_000180,4
christ_church_000326,4
christ_church_001070,4
christ_church_000063,4
christ_church_000199,4
christ_church_001020,4
christ_church_000380,4
christ_church_000317,4
christ_church_000376,4
christ_church_000064,4
christ_church_000449,4
christ_church_000264,4
christ_church_000343,4
christ_church_000435,4
christ_church_000149,4
christ_church_000050,4
christ_church_000040,4
christ_church_000128,4
christ_church_000294,4
christ_church_000163,4
christ_church_000059,4
christ_church_001126,4
christ_church_000532,4
christ_church_000714,4
christ_church_000895,4
christ_church_000585,4
christ_church_000808,4
christ_church_000687,4
christ_church_000289,4
christ_church_000757,4
christ_church_000153,4
christ_church_000012,4
christ_church_000891,4
christ_church_000091,4
christ_church_000131,4
christ_church_000172,4
christ_church_000641,4
christ_church_000972,4
christ_church_000258,4
christ_church_000179,4
christ_church_000844,4
christ_church_000675,4
christ_church_000583,4
christ_church_000612,4
christ_church_000969,4
christ_church_000815,4
christ_church_000681,4
christ_church_000870,4
christ_church_000631,4
christ_church_000324,4
christ_church_000619,4
christ_church_000509,4
christ_church_000218,4
christ_church_001083,4
christ_church_000183,4
christ_church_000226,4
christ_church_000398,4
christ_church_000975,4
christ_church_000076,4
christ_church_000086,4
christ_church_000167,4
christ_church_000850,4
christ_church_000215,4
christ_church_000722,4
christ_church_000996,4
christ_church_000721,4
christ_church_001064,4
christ_church_000176,4
christ_church_001063,4
christ_church_000648,4
christ_church_000792,4
christ_church_000279,4
christ_church_000690,4
christ_church_000598,4
christ_church_000976,4
christ_church_000563,4
christ_church_000129,4
christ_church_000066,4
christ_church_001026,4
christ_church_000836,4
christ_church_001037,4
christ_church_000142,4
christ_church_000403,4
christ_church_000827,4
christ_church_000100,4
christ_church_000912,4
christ_church_000828,4
christ_church_000363,4
christ_church_000104,4
christ_church_000543,4
christ_church_000300,4
christ_church_001041,4
christ_church_000340,4
christ_church_000228,4
christ_church_000186,4
christ_church_000139,4
christ_church_000054,4
christ_church_001071,4
christ_church_000220,4
christ_church_000374,4
christ_church_000418,4
christ_church_000529,4
christ_church_000596,4
christ_church_000055,4
christ_church_000446,4
christ_church_000408,4
christ_church_000310,4
christ_church_000072,4
christ_church_000796,4
christ_church_000667,4
christ_church_000069,4
christ_church_001006,4
christ_church_001053,4
christ_church_000841,4
christ_church_000822,4
christ_church_000311,4
christ_church_000402,4
christ_church_000956,4
christ_church_000664,4
christ_church_000051,4
christ_church_000988,4
christ_church_001023,4
christ_church_001014,4
christ_church_000986,4
christ_church_000575,4
christ_church_000886,4
christ_church_000344,4
christ_church_000306,4
christ_church_001032,4
christ_church_000444,4
christ_church_000198,4
christ_church_000108,4
christ_church_000813,4
christ_church_001054,4
christ_church_000848,4
christ_church_001039,4
christ_church_000944,4
christ_church_000132,4
christ_church_000998,4
christ_church_000001,4
christ_church_000587,4
christ_church_000447,4
christ_church_000462,4
christ_church_001015,4
christ_church_000189,4
christ_church_000160,4
christ_church_000384,4
christ_church_000661,4
christ_church_000342,4
christ_church_000423,4
christ_church_000683,4
christ_church_000711,4
christ_church_000804,4
christ_church_001019,4
christ_church_000710,4
christ_church_000754,4
christ_church_000736,4
christ_church_000127,4
christ_church_000646,4
christ_church_000292,4
christ_church_000333,4
christ_church_000288,4
christ_church_000135,4
christ_church_000824,4
christ_church_000592,4
christ_church_001068,4
christ_church_000911,4
christ_church_000863,4
christ_church_000546,4
christ_church_000093,4
christ_church_000904,4
christ_church_000798,4
christ_church_000762,4
christ_church_000217,4
christ_church_000123,4
christ_church_000806,4
christ_church_000395,4
christ_church_000000,4
christ_church_000419,4
christ_church_001100,4
christ_church_000067,4
christ_church_000089,4
christ_church_000185,4
christ_church_000322,4
christ_church_000885,4
christ_church_000045,4
christ_church_000954,4
christ_church_000843,4
christ_church_000077,4
christ_church_000307,4
christ_church_000115,4
christ_church_000304,4
christ_church_000393,4
christ_church_000436,4
christ_church_000779,4
christ_church_001046,4
christ_church_000361,4
christ_church_000630,4
christ_church_000389,4
christ_church_000718,4
christ_church_000145,4
christ_church_000071,4
christ_church_001114,4
cornmarket_000039,5
cornmarket_000027,5
cornmarket_000080,5
cornmarket_000074,5
cornmarket_000117,5
cornmarket_000026,5
cornmarket_000030,5
cornmarket_000091,5
cornmarket_000016,5
cornmarket_000078,5
cornmarket_000025,5
cornmarket_000097,5
cornmarket_000139,5
cornmarket_000020,5
cornmarket_000073,5
cornmarket_000004,5
cornmarket_000055,5
cornmarket_000047,5
cornmarket_000136,5
cornmarket_000065,5
cornmarket_000124,5
cornmarket_000120,5
cornmarket_000017,5
cornmarket_000019,5
cornmarket_000106,5
cornmarket_000068,5
cornmarket_000061,5
cornmarket_000092,5
cornmarket_000024,5
cornmarket_000105,5
cornmarket_000083,5
cornmarket_000122,5
cornmarket_000023,5
cornmarket_000118,5
cornmarket_000133,5
cornmarket_000096,5
cornmarket_000022,5
cornmarket_000102,5
cornmarket_000041,5
cornmarket_000085,5
cornmarket_000107,5
cornmarket_000116,5
cornmarket_000071,5
cornmarket_000086,5
cornmarket_000138,5
cornmarket_000087,5
cornmarket_000093,5
cornmarket_000131,5
cornmarket_000018,5
cornmarket_000103,5
cornmarket_000033,5
cornmarket_000098,5
cornmarket_000104,5
cornmarket_000132,5
cornmarket_000140,5
cornmarket_000110,5
cornmarket_000077,5
cornmarket_000079,5
cornmarket_000114,5
hertford_000073,6
hertford_000064,6
hertford_000083,6
hertford_000021,6
hertford_000112,6
hertford_000068,6
hertford_000105,6
hertford_000053,6
hertford_000077,6
hertford_000010,6
hertford_000078,6
hertford_000074,6
hertford_000063,6
hertford_000082,6
hertford_000024,6
hertford_000071,6
hertford_000056,6
hertford_000023,6
hertford_000108,6
hertford_000119,6
hertford_000106,6
hertford_000052,6
hertford_000116,6
hertford_000076,6
hertford_000017,6
hertford_000039,6
hertford_000013,6
hertford_000103,6
hertford_000008,6
hertford_000128,6
hertford_000055,6
hertford_000025,6
hertford_000123,6
hertford_000085,6
hertford_000026,6
hertford_000033,6
hertford_000111,6
hertford_000070,6
hertford_000027,6
hertford_000034,6
hertford_000035,6
hertford_000093,6
hertford_000109,6
hertford_000060,6
hertford_000081,6
hertford_000118,6
hertford_000057,6
hertford_000084,6
hertford_000059,6
hertford_000066,6
hertford_000018,6
hertford_000091,6
hertford_000099,6
hertford_000062,6
hertford_000011,6
hertford_000133,6
hertford_000127,6
hertford_000110,6
hertford_000080,6
hertford_000121,6
hertford_000131,6
hertford_000089,6
hertford_000087,6
hertford_000095,6
hertford_000015,6
hertford_000044,6
hertford_000086,6
jesus_000215,7
jesus_000369,7
jesus_000129,7
jesus_000299,7
jesus_000054,7
jesus_000071,7
jesus_000052,7
jesus_000047,7
jesus_000332,7
jesus_000186,7
jesus_000040,7
jesus_000331,7
jesus_000298,7
jesus_000356,7
jesus_000113,7
jesus_000281,7
jesus_000329,7
jesus_000288,7
jesus_000346,7
jesus_000371,7
jesus_000037,7
jesus_000383,7
jesus_000322,7
jesus_000398,7
jesus_000119,7
jesus_000024,7
jesus_000002,7
jesus_000120,7
jesus_000368,7
jesus_000360,7
jesus_000297,7
jesus_000290,7
jesus_000115,7
jesus_000118,7
